aluguel,condominio,iptu,descricao,endereco,bairro,area,qtd_quartos,qtd_vagas,qtd_banheiros
1609,550,1,"O apartamento está localizado no bairro Aldeota na rua Barbara de Alencar 1750 possui 50 metros quadrados com 2 quartos e 1 banheiro, em excelentes localização Encontra-se em um..."," Rua Bárbara de Alencar, Aldeota
",Praia do Futuro I,50,2,1,1
200,250,390,"APARTAMENTO MOBILIADO, VISTA MAR, LOCALIZADO NA PRAIA DE IRACEMA. Apartamento com 70m² de área: Dois dormitórios sendo uma suíte, banheiro social, sala de estar e jantar, cozinha..."," Avenida Historiador Raimundo Girão, Praia de Iracema
",Papicu,70,2,1,2
1400,250,0,O apartamento está localizado no bairro Praia do Futuro I com 45 metros quadrados com 1 quarto e 1 banheiro Possui espaço jardinado. Vai lhe possibilitar curtir os dias mais quente...," Rua Francisco Moreira, Praia do Futuro I
",Aldeota,45,1,1,1
1100,250,0,O apartamento está localizado no bairro Papicu tem 100 metros quadrados com 3 quartos sendo 1 suite e 3 banheirosEncontra-se na privacidade de um condomínio fechado.," Rua Riachuelo, Papicu
",Cidade dos Funcionários,100,3,1,3
1200,250,0,"Excelente Apartamento no coração da Aldeota, 130m², living, varanda, 3 quartos (sendo 2 suites), WC social, cozinha, área de serviço, DCE, área comum, 2 vagas de garagem. Obs: No..."," Rua Coronel Jucá, Aldeota
",Benfica,130,3,2,6
950,440,0,"Este apartamento possui 02 suítes, o que significa que cada quarto tem seu próprio banheiro, oferecendo privacidade e conforto aos moradores e convidados. O imóvel também possui 01..."," Rua Manoel Monteiro, Cidade dos Funcionários
",Icarai,49,2,1,2
1509,656,0,"(G-111) Imóvel para locação na Rua Waldery Uchôa n° 600 apto.1201 no bairro Benfica Portaria 24 horas. Ideal para sua família, com segurança e conforto. dividido em sala, cozinha,..."," Rua Waldery Uchôa, Benfica
",Benfica,58,2,1,1
950,300,0,"Residencial Tower Beach! Não perca a oportunidade e venha morar neste lindo apartamento com 3 quartos sendo 1 suíte, wc social, varanda, mobiliado, 1 vaga, área privativa 60m². Con..."," Rua George Correia Nunes, Icarai
",Paumirim,60,3,1,1
1400,500,87,"- Edifício Residencial Benfica - Localizado na Rua Waldery Uchoa, nº 700 - Benfica à Excelente apartamento medindo 84,00 m², com 03 quartos (sendo 01 suíte), sala com varanda, co..."," Rua Waldery Uchôa, Benfica
",Parreão,84,3,1,2
850,256,196,"Localizado próximo a Estrada Coronel Corrêa, Loja Carone Cadeiras de Rodas do Nordeste Ltda, Supermercado Comerical Amorim, IEP - Instituto de Educação Portal (Unidade Caucaia), Ce..."," Rua 1, Paumirim
",Serrinha,62,2,1,2
1200,710,45,"Um ótimo imóvel quando o assunto é conforto, lazer e segurança! Localizado no bairro Parreão, esse apartamento dispõe de diversos fatores que vão fazer sua moradia ser mais aconche..."," Rua São Mateus, Parreão
",Porto das Dunas,60,3,2,2
550,350,0,"Apartamento Próx ao Super do Povo da Av. Silas Munguba Rua Professora Stella Cochrane,341 SÃO 2 LANCES DE ESCADA, EQUIVALENTE AO 3º ANDAR) ÁREA 48M² 2 QUARTOS,1 BANHEIRO SOCIAL,S..."," Rua Professora Stella Cochrane, Serrinha
",Messejana,48,2,1,1
1200,350,1200,"Apartamentos totalmente reformados para locação em ótima localização, no Porto das Dunas, somente 800 metros do Beach park. Nossos apartamentos ficam no condomínio SABLES BLANCS,..."," Rua Marlin Azul, Porto das Dunas
",Cambeba,55,2,1,1
900,250,0,"*ATENÇÃO: O IMÓVEL ENCONTRA-SE DISPONÍVEL. **VALOR JÁ ESTAR INCLUSO: CONDOMÍNIO, ÁGUA E GÁS. ÁREA PRIVATIVA - 52m², 2 QUARTOS SENDO 1 SUÍTE, SALA DE ESTAR E JANTAR, COZINHA AMERIC..."," Rua Maximiano Barreto, Messejana
",Mucuripe,52,2,1,2
2500,803,0,"Ótima oportunidade para você que está buscando morar a poucos passos da praia. Apartamento em excelente estado de conservação a poucos passos da Av. Beira Mar, um dos principais ca..."," Mucuripe, Fortaleza
",Jacarecanga,77,2,1,3
3500,655,143,"APARTAMENTO MOBILIADO VISTA MAR PARA LOCAÇÃO NO MUCURIPE - REF 10522 (ED. MELISSA) Excelente apartamento todo mobiliado, com área de 70m², com 2 quartos (sendo1 suíte), banheiro..."," Rua Manuel Jacaré, Mucuripe
",Paupina,68,2,2,2
1300,400,0,"JACARENCANGA- FILOMENOS GOMES, N° 100 APTO 106 BL II - APROXIMADAMENTE 100M², VARANDA, SALA, COZINHA, ÁREA DE SERVIÇO, 03 DORMITÓRIOS SENDO 01 SUITE, DEPENDENCIA, 01 VAGA."," Avenida Filomeno Gomes, Jacarecanga
",Cambeba,100,3,1,2
1050,250,0,"O apartamento NOVO no condomínio Gran Village Messejana II, bairro Paupina / Messejana, tem 52 metros quadrados com 2 quartos sendo 1 suíte, 2 banheiros, 3 andar escada.- Possui es..."," Rua Central do Loteamento Parque Messejana, Paupina
",Cumbuco,52,2,1,2
1500,726,0,"Ótima opção de apartamento no bairro Cambeba, a poucos metros da Av. Ministro José Américo e do viaduto que dá acesso à BR 116, bem próximo ao Hospital do Coração de Messejana. Imó..."," Cambeba, Fortaleza
",Centro,73,3,1,2
2600,600,0,"(DISPONÍVEL APENAS A PARTIR DE SETEMBRO/23) Apartamento de dois dormitórios com vista para o mar, muito bem localizado, a 300m da praia e a 500m do centrinho de Cumbuco. Completo..."," Rua Caminho das Dunas, Cumbuco
",Edson Queiroz,66,2,1,2
1000,200,450,"Este incrível apartamento está localizado no bairro Centro e possui 70 metros quadrados, com 3 quartos e 2 banheiros. O imóvel está localizado em um condomínio fechado, garantindo..."," Avenida Juaci Sampaio Pontes, Centro
",Centro,70,3,1,2
3650,900,282," Rua Maria Odalea Pires da Silva, Edson Queiroz
"," Rua Maria Odalea Pires da Silva, Edson Queiroz
",Paupina,92,3,2,3
1600,300,0,"Apartamento nascente com vista mar, medindo 45m², sala (estar/jantar), 02 quartos, sendo 01 suíte reversível, WC social reversível, Box Blindex, cozinha, área de serviço integrada..."," Rua Vinte e Cinco de Março, Centro
",Cambeba,45,2,1,1
1000,382,0,"APARTAMENTO PROJETADO POR TRÁS DO PÁTIO MESSEJANA, DISPÕE DE 2 QUARTOS (SENDO 1 SUÍTE REVERSIVEL), BOX NO BANHEIRO, SALA DE ESTAR COM PAINEL, SALA DE JANTAR, COZINHA COM ARMÁRIOS,..."," Rua do Murará, Paupina
",Cambeba,49,2,1,1
1800,250,0,"Apartamento com área de lazer completa no Cambeba. Localizado próximo à avenida Washington Soares, Assaí Atacadista e farmácia Pague Menos. O imóvel possui 3 quartos, sendo 1 suíte..."," Cambeba, Fortaleza
",Porto das Dunas,64,3,2,3
950,250,230,O apartamento térreo (104A) está localizado no bairro José de Alencar possui 48 metros quadrados com 2 quartos e 1 banheiro e cozinha tipo americana. Condomínio com portaria eletrô...," Rua Manuel Teixeira, Cambeba
",Cambeba,48,2,1,1
2250,650,0,"O apartamento está localizado no bairro Porto das Dunas, fica no térreo, tem 63 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, e..."," Rua Agua Viva, Porto das Dunas
",Mucuripe,63,2,1,2
1800,522,111,"Apartamento 3 quartos condomínio Fortune- Cambeba Excelente opção para quem busca morar em condomínio clube, com diversas opções para o lazer e bem-estar da família. Fica no bairro..."," Cambeba, Fortaleza
",Aquiraz,66,3,1,2
5500,700,1200,"O apartamento no bairro Mucuripe com 66 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, espaço para festas, jardim. Vai lhe possi..."," Avenida Beira Mar, Mucuripe
",Centro,66,2,1,2
1200,250,0,"VENDO OU ALUGO* - APARTAMENTO NO CENTRO DE AQUIRAZ!!! * Valor do imóvel perante o andar localizado! VALOR DE VENDA a partir de R$ 185.000,00 (primeiro andar), até R$ 200.000,00 (q..."," , Aquiraz
",Planalto,55,2,1,1
1300,250,0,"Apartamento recém construído para aluguel no Eusébio. 64m², 2 quartos, sendo 1 suíte, 2 banheiros, sala, cozinha americana, móveis projetados. Área de lazer com Deck e Piscina. Co..."," Rua Blumenau, Centro
",Centro,64,2,1,2
1300,250,0,O apartamento está localizado no bairro Planalto com 68 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua José Alberto Pereira Pimentel, Planalto
",Curicaca,68,3,1,2
2200,600,75,"O apartamento no bairro Centro possui 62 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim, área de recreação infantil.Elevador que garante o t..."," Avenida Dom Manuel, Centro
",Presidente Kennedy,62,2,1,2
750,250,0,"Residencial Ametista Apartamento a 3 minutos do centro de Caucaia, localizado na rotatória da Estruturante( CE 085) e Estrada Velha do Icaraí (Rua Joaci Sampaio Pontes).Com todos..."," Rua Maria Carneiro Silva, Curicaca
",Meireles,52,2,1,2
1100,250,62,O apartamento está localizado no bairro Presidente Kennedy possui 70 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Vai lhe possibilitar todo o conforto do ar condicion...," Rua Tenente Marques, Presidente Kennedy
",Centro,70,3,1,2
1700,678,80,"*Locação para residencia fixa Apartamento de 70 m², com 02 quartos sendo 01 suíte, banheiro social, sala em L, varanda, cozinha americana e área de serviço. 01 vaga de garagem. -..."," Rua Barbosa de Freitas, Meireles
",Messejana,70,2,1,2
1000,254,450,"Apartamento no térreo, dispõe de 55m², sala, cozinha, área de serviço, 2 quartos, 1 banheiro social, garden e 1 vaga na garagem. Localizado próximo ao Analí Supermercados, Escola M..."," Rua Coronel Correia, Centro
",Cumbuco,55,2,1,1
1100,300,0,"CONDOMINIO COM PISCINA ADULTO E INFANTIL, FITNESS, SALÃO DE FESTA COM COPA E WCS, DECK COM CHURRASQUEIRA, CAMPO FUTBOL GRAMADO, PLAYGROUND, PRAÇA. APTO COM 57 M2, 1 SUITE + 2 QUART..."," Rua Coronel João de Oliveira, Messejana
",Monte Castelo,57,3,1,2
3000,250,0,"O imóvel é 100% mobiliado possui 63m², sala de estar integrada com a cozinha, 2 quartos climatizados, sendo uma suíte, uma excelente varanda com vista mar e 1 vaga de garagem. OB..."," Rua das Saúnas, Cumbuco
",Monte Castelo,63,2,1,2
1600,471,609,"Localizado na Av. Sargento Hermínio Sampaio, próximo ao supermercado Frangolândia, academia Top Up Fitness, Polo de Lazer Sargento Hermínio, com fácil acesso ao Shopping RioMar Ken..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
",Parangaba,64,3,2,2
1200,300,290,"Apartamento dispõe de 70,99m², sala ampla, varanda, cozinha com armário, 3 quartos sendo 1 suíte, banheiro social, área de serviço e 1 vaga de garagem. Localizado na Avenida Sargen..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
",Centro,71,3,1,2
1700,429,96,"""Uma localização privilegiada, juntamente com segurança e bastante conforto"", assim definimos o lugar ideal para viver com sua família uma vida tranquila e cheia de momentos inesqu..."," Rua Afrânio Peixoto, Parangaba
",Tauape,62,3,2,2
1300,360,0,"Apartamento no centro de Fortaleza com 03, sendo 01 suíte, wc social, sala de estar/jantar, cozinha, 3° andar de escada e 02 vaga de garagem. Próximo ao Dnocs, Mercado São Sebastiã..."," Rua Agapito dos Santos, Centro
",Parquelândia,77,3,2,2
1100,600,0,"Amplo apto, nascente, Tauape, esq. com Mons. Salazar, 3 quartos (1 suíte), DCE,"," Rua Álvaro Bomilcar, Tauape
",Parque Iracema,120,3,2,3
2500,650,100,"Excelente apartamento para aluguel no bairro Parquelândia, Fortaleza. Com uma área privativa de 85m², este apartamento possui 3 quartos, sendo 2 suítes, além de um banheiro social..."," Rua Padre Guerra, Parquelândia
",Benfica,85,3,2,3
2500,379,98,"Apartamento NOVO, para locação, No Parque Del Sol, Cambeba O apartamento é novo e extremamente confortável. Nunca teve morador! Não perca essa oportunidade de morar em um dos melho..."," Rua Fernando Santos, Parque Iracema
",Joaquim Tavora,53,2,1,2
1500,520,68,"Agora você pode morar neste maravilhoso apartamento, a poucos minutos do Assaí Atacadista - sala - cozinha - banheiro - 04 quartos sendo 02 suítes - área de serviço - vaga de g..."," Rua Justiniano de Serpa, Benfica
",Parquelândia,93,3,2,3
2600,710,100,"O bairro Joaquim Távora se caracteriza por ser majoritariamente residencial e ser um bairro autossuficiente, onde você encontra tudo nas grandes avenidas que ficam bem próximo ao s..."," Rua Doutor José Lourenço, Joaquim Tavora
",Cambeba,70,2,2,2
900,150,0,"Apartamento no terceiro andar dispõe de 46 m², sala ampla, cozinha, 2 quartos sendo 1 com varanda, banheiro social e 1 vaga de garagem sujeito a disponibilidade. Localizado na Aven..."," Avenida Jovita Feitosa, Parquelândia
",Meireles,46,2,1,1
1400,434,0,"Apartamento compacto no bairro Messejana, com localização de fácil acesso à rodovia BR-116, próximo ao Frangolândia Supermercado e a Escola Paulo Freire. Imóvel com 55m², sala, var..."," Messejana, Fortaleza
",Centro,55,3,1,2
4900,250,0,"Apto de Luxo de 02 quartos, andar alto, vista lateral do mar, no melhor pedaço da Beira Mar, sendo 01 suite master com closet e banheira e wc social, armários fixos, mobilias ( Cam..."," Rua Joaquim Nabuco, Meireles
",Sao Gerardo,74,2,2,1
1409,250,0,"M-100) Excelente apartamento bem localizado na Rua Oto de Alencar, 171, centro, Fortaleza-CE, próximo a faculdade FAMETRO. O imóvel é de ótima qualidade para quem procura um apart..."," Rua Oto de Alencar, Centro
",Centro,40,2,1,1
2000,471,81,"O apartamento está localizado no bairro São Gerardo / Monte Castelo, possui 65 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros, Sala de Estar/Jantar, Varanda, Cozinha co..."," Avenida Sargento Hermínio Sampaio, Sao Gerardo
",Parque Dois Irmãos,65,2,2,2
1709,250,0,Condomínio c/ 05 andares c/ elevador 01 Vaga coberta Suíte c/ varanda Port 24 hs Visitas agendar 9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 Apto 02 quartos...," Rua Gonçalves Ledo, Centro
",Jardim Gonzaga,50,2,1,2
800,250,74,"Um canto para quem preza por conforto e qualidade de vida. Aqui você tem grandes vantagens, como localização, preço e funcionalidades. Um lindo apartamento bem localizado no bairro..."," Rua C, Parque Dois Irmãos
",Passaré,62,2,1,2
2600,250,0,O apartamento está localizado no bairro Jardim Gonzaga tem 91 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua Antônio Correia Celestino, Jardim Gonzaga
",Mucuripe,91,3,4,2
1400,320,80,"Apartamento para Locação, Reserva dos Ipês no bairro Passaré, localizado na cidade de Fortaleza / CE. ALUGUEL: 1.400,00 CONDOMINIO: 320,00 PARCELA IPTU: 80,00 Com 2 dormitórios,..."," Avenida da Saudade, Passaré
",Aldeota,54,3,2,2
1550,550,0,"SAN SIRO IMÓVEIS - Excelente apartamento em área nobre, apenas 100 metros da Av Beira Mar. Melhor localização da cidade. . Apartamento amplo e arejado, mobiliado, com 82m, compost..."," Rua da Paz, Mucuripe
",Presidente Kennedy,82,2,1,1
2400,480,0,"Apartamento compacto, 1ª locação, na melhor localização da aldeota, localizado à rua José Vilar, poucos metros da Av. Santos Dumont na altura do Banco do nordeste. Dispõe de lazer..."," Rua José Vilar, Aldeota
",Praia de Iracema,37,1,1,1
2209,353,0,"Apartamento com 2 quartos sendo 1 suíte, 2 banheiros, sala, cozinha, banheiro e área de serviço, varanda gourmet e vaga na garagem. Conte com um condomínio com área de lazer compl..."," Rua Coronel Luiz David de Souza, Presidente Kennedy
",Parque Iracema,65,2,,2
2500,790,927,"ATANÇÃO: NÃO RESPONDEMOS O CHAT OLX. FAVOR CHAMAR NO CELULAR. Oportunidade imperdível para morar em uma das regiões mais nobres e valorizadas da cidade, a Praia de Iracema. Fica n..."," Avenida Historiador Raimundo Girão, Praia de Iracema
",Amontada,74,2,1,2
1280,491,0,"APARTAMENTO NO PARQUE DEL SOL, COM 03 QUARTOS SENDO 1 SUITE, COZINHA, AREA DE SERVIÇO, 2 BANHEIROS, SALA, VARANDA, 1 VAGA DE GARAGEM COBERTA. Condominio com portaria 24 hs, quadra,..."," Rua José Nogueira Freire, Parque Iracema
",Centro,,3,1,2
1600,250,0,"Apartamento novo com 2 quartos sendo 1 suíte, cozinha, área de serviço, vista mar. Prédio novo com 2 elevadores, piscina, deck com churrasquira, 1 vaga. Localização privilegiada pr..."," Icarai, Amontada
",Fátima,62,3,1,1
750,250,100,"Excelente oportunidade para locação no centro, super bem localizado, próximo ao centro fashion, mercado São Sebastião, supermercados. o imóvel possui; Sala, 02 quartos, cozinha ame..."," Rua Pedro Pereira, Centro
",Barra do Ceará,50,2,,1
2000,548,0,"Edifício Parque Rio Branco! Este belíssimo apartamento de 2 quartos, sendo 1 suíte, wc social, varanda, armários, 1 vaga, área privativa 61m². O condomínio possui diversas opções d..."," Avenida Visconde do Rio Branco, Fátima
",Meireles,61,2,1,2
1100,360,600,"O apartamento está localizado no bairro Barra do Ceará tem 62 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui academia, espaço jardinado, playground, espaço para..."," Avenida Francisco Sá, Barra do Ceará
",Cambeba,62,3,1,2
2600,600,0,"O nosso apartamento e mobiliados e equipados com ar condicionado, closet, TV com canais a cabo, Wi-Fi free, cozinha com utensílios, fogão, geladeira, microondas e estacionamento, p..."," Avenida Historiador Raimundo Girão, Meireles
",Cambeba,72,2,1,2
1300,250,50,"Apartamento localizado no bairro Joaquim Távora, com 50m², com sala para 02 ambientes, cozinha, área de serviço. 01 vaga de garagem. Condomínio com com elevador, piscina, portaria..."," Joaquim Tavora, Fortaleza
",Montese,50,2,1,1
3300,547,0,"Excelente opção apartamento em condomínio com área de lazer completa no bairro Joaquim Távora, localizado na Av. Visconde do Rio Branco, a poucos metros das avenidas Soriano Albuqu..."," Joaquim Tavora, Fortaleza
",Caucaia,106,3,2,4
1200,100,0,"Morar ao lado das pessoas que amamos em um ambiente que oferece a oportunidade de viver com qualidade de vida e bastante conforto, agora é possível. Conheça um excelente apartament..."," Rua Tenente Moacir Matos, Montese
",Meireles,50,2,2,1
