aluguel,condominio,iptu,descricao,endereco,area,qtd_quartos,qtd_vagas,qtd_banheiros
R$ 990,R$ 341,R$ 300,"Locação: Apartamento no Condomínio Solar das Palmeiras, em Caucaia, Tabapuá. Bem próximo ao Assai e Av. Mister Hull. Área de 60 metros quadrados com 3 quartos sendo 1 suite e 2 ban..."," Rua 1, Tabapuã
", 60 ,3,1.0,2.0
R$ 400 /dia,"ALUGA-SE CASA POR TEMPORADA EM TRAIRI, LOCALIZADA NO MARAVILHOSO CONDOMÍNIO PORTAL DAS FLECHEIRAS - CEARÁ! Próximo das praias de; Guajiru Flecheiras Mundaú Cana Brava Casa com 3...",,"ALUGA-SE CASA POR TEMPORADA EM TRAIRI, LOCALIZADA NO MARAVILHOSO CONDOMÍNIO PORTAL DAS FLECHEIRAS - CEARÁ! Próximo das praias de; Guajiru Flecheiras Mundaú Cana Brava Casa com 3..."," Centro, Trairi
", 87 ,3,2.0,3.0
R$ 1.700,,,"Apartamento super conservado, com 63m², todo reformado e projetado, com 2 quartos sendo 1 suíte, living, cozinha, área de serviço com w/c, 2 vagas de garagem, localização privilegi..."," Rua José Carlos Gurgel Nogueira, Papicu
", 64 ,2,2.0,3.0
R$ 1.609,R$ 1,R$ 1,"O apartamento está localizado no bairro Aldeota na rua Barbara de Alencar 1750 possui 50 metros quadrados com 2 quartos e 1 banheiro, em excelentes localização Encontra-se em um..."," Rua Bárbara de Alencar, Aldeota
", 50 ,2,1.0,1.0
R$ 200 /dia,,,"APARTAMENTO MOBILIADO, VISTA MAR, LOCALIZADO NA PRAIA DE IRACEMA. Apartamento com 70m² de área: Dois dormitórios sendo uma suíte, banheiro social, sala de estar e jantar, cozinha..."," Avenida Historiador Raimundo Girão, Praia de Iracema
", 70 ,2,1.0,2.0
R$ 1.400,,,O apartamento está localizado no bairro Praia do Futuro I com 45 metros quadrados com 1 quarto e 1 banheiro Possui espaço jardinado. Vai lhe possibilitar curtir os dias mais quente...," Rua Francisco Moreira, Praia do Futuro I
", 45 ,1,1.0,1.0
R$ 1.100,R$ 250,,O apartamento está localizado no bairro Papicu tem 100 metros quadrados com 3 quartos sendo 1 suite e 3 banheirosEncontra-se na privacidade de um condomínio fechado.," Rua Riachuelo, Papicu
", 100 ,3,1.0,3.0
R$ 1.200,,,"Excelente Apartamento no coração da Aldeota, 130m², living, varanda, 3 quartos (sendo 2 suites), WC social, cozinha, área de serviço, DCE, área comum, 2 vagas de garagem. Obs: No..."," Rua Coronel Jucá, Aldeota
", 130 ,3,2.0,6.0
R$ 950,R$ 440,,"Este apartamento possui 02 suítes, o que significa que cada quarto tem seu próprio banheiro, oferecendo privacidade e conforto aos moradores e convidados. O imóvel também possui 01..."," Rua Manoel Monteiro, Cidade dos Funcionários
", 49 ,2,1.0,2.0
R$ 1.509,R$ 656,,"(G-111) Imóvel para locação na Rua Waldery Uchôa n° 600 apto.1201 no bairro Benfica Portaria 24 horas. Ideal para sua família, com segurança e conforto. dividido em sala, cozinha,..."," Rua Waldery Uchôa, Benfica
", 58 ,2,1.0,1.0
R$ 950,R$ 300,,"Residencial Tower Beach! Não perca a oportunidade e venha morar neste lindo apartamento com 3 quartos sendo 1 suíte, wc social, varanda, mobiliado, 1 vaga, área privativa 60m². Con..."," Rua George Correia Nunes, Icarai
", 60 ,3,1.0,1.0
R$ 1.400,R$ 500,R$ 87,"- Edifício Residencial Benfica - Localizado na Rua Waldery Uchoa, nº 700 - Benfica à Excelente apartamento medindo 84,00 m², com 03 quartos (sendo 01 suíte), sala com varanda, co..."," Rua Waldery Uchôa, Benfica
", 84 ,3,1.0,2.0
R$ 850,R$ 256,R$ 196,"Localizado próximo a Estrada Coronel Corrêa, Loja Carone Cadeiras de Rodas do Nordeste Ltda, Supermercado Comerical Amorim, IEP - Instituto de Educação Portal (Unidade Caucaia), Ce..."," Rua 1, Paumirim
", 62 ,2,1.0,2.0
R$ 1.200,R$ 710,R$ 45,"Um ótimo imóvel quando o assunto é conforto, lazer e segurança! Localizado no bairro Parreão, esse apartamento dispõe de diversos fatores que vão fazer sua moradia ser mais aconche..."," Rua São Mateus, Parreão
", 60 ,3,2.0,2.0
R$ 550,R$ 350,,"Apartamento Próx ao Super do Povo da Av. Silas Munguba Rua Professora Stella Cochrane,341 SÃO 2 LANCES DE ESCADA, EQUIVALENTE AO 3º ANDAR) ÁREA 48M² 2 QUARTOS,1 BANHEIRO SOCIAL,S..."," Rua Professora Stella Cochrane, Serrinha
", 48 ,2,1.0,1.0
R$ 1.200,R$ 350,R$ 1.200,"Apartamentos totalmente reformados para locação em ótima localização, no Porto das Dunas, somente 800 metros do Beach park. Nossos apartamentos ficam no condomínio SABLES BLANCS,..."," Rua Marlin Azul, Porto das Dunas
", 55 ,2,1.0,1.0
R$ 900,"*ATENÇÃO: O IMÓVEL ENCONTRA-SE DISPONÍVEL. **VALOR JÁ ESTAR INCLUSO: CONDOMÍNIO, ÁGUA E GÁS. ÁREA PRIVATIVA - 52m², 2 QUARTOS SENDO 1 SUÍTE, SALA DE ESTAR E JANTAR, COZINHA AMERIC...",,"*ATENÇÃO: O IMÓVEL ENCONTRA-SE DISPONÍVEL. **VALOR JÁ ESTAR INCLUSO: CONDOMÍNIO, ÁGUA E GÁS. ÁREA PRIVATIVA - 52m², 2 QUARTOS SENDO 1 SUÍTE, SALA DE ESTAR E JANTAR, COZINHA AMERIC..."," Rua Maximiano Barreto, Messejana
", 52 ,2,1.0,2.0
R$ 2.500,R$ 803,,"Ótima oportunidade para você que está buscando morar a poucos passos da praia. Apartamento em excelente estado de conservação a poucos passos da Av. Beira Mar, um dos principais ca..."," Mucuripe, Fortaleza
", 77 ,2,1.0,3.0
R$ 3.500,R$ 655,R$ 143,"APARTAMENTO MOBILIADO VISTA MAR PARA LOCAÇÃO NO MUCURIPE - REF 10522 (ED. MELISSA) Excelente apartamento todo mobiliado, com área de 70m², com 2 quartos (sendo1 suíte), banheiro..."," Rua Manuel Jacaré, Mucuripe
", 68 ,2,2.0,2.0
R$ 1.300,R$ 400,,"JACARENCANGA- FILOMENOS GOMES, N° 100 APTO 106 BL II - APROXIMADAMENTE 100M², VARANDA, SALA, COZINHA, ÁREA DE SERVIÇO, 03 DORMITÓRIOS SENDO 01 SUITE, DEPENDENCIA, 01 VAGA."," Avenida Filomeno Gomes, Jacarecanga
", 100 ,3,1.0,2.0
R$ 1.050,R$ 250,,"O apartamento NOVO no condomínio Gran Village Messejana II, bairro Paupina / Messejana, tem 52 metros quadrados com 2 quartos sendo 1 suíte, 2 banheiros, 3 andar escada.- Possui es..."," Rua Central do Loteamento Parque Messejana, Paupina
", 52 ,2,1.0,2.0
R$ 1.500,R$ 726,,"Ótima opção de apartamento no bairro Cambeba, a poucos metros da Av. Ministro José Américo e do viaduto que dá acesso à BR 116, bem próximo ao Hospital do Coração de Messejana. Imó..."," Cambeba, Fortaleza
", 73 ,3,1.0,2.0
R$ 2.600,R$ 600,,"(DISPONÍVEL APENAS A PARTIR DE SETEMBRO/23) Apartamento de dois dormitórios com vista para o mar, muito bem localizado, a 300m da praia e a 500m do centrinho de Cumbuco. Completo..."," Rua Caminho das Dunas, Cumbuco
", 66 ,2,1.0,2.0
R$ 1.000,R$ 200,R$ 450,"Este incrível apartamento está localizado no bairro Centro e possui 70 metros quadrados, com 3 quartos e 2 banheiros. O imóvel está localizado em um condomínio fechado, garantindo..."," Avenida Juaci Sampaio Pontes, Centro
", 70 ,3,1.0,2.0
R$ 3.650,R$ 900,R$ 282,"address Rua Maria Odalea Pires da Silva, Edson Queiroz
"," Rua Maria Odalea Pires da Silva, Edson Queiroz
", 92 ,3,2.0,3.0
R$ 1.600,R$ 300,,"Apartamento nascente com vista mar, medindo 45m², sala (estar/jantar), 02 quartos, sendo 01 suíte reversível, WC social reversível, Box Blindex, cozinha, área de serviço integrada..."," Rua Vinte e Cinco de Março, Centro
", 45 ,2,1.0,1.0
R$ 1.000,R$ 382,,"APARTAMENTO PROJETADO POR TRÁS DO PÁTIO MESSEJANA, DISPÕE DE 2 QUARTOS (SENDO 1 SUÍTE REVERSIVEL), BOX NO BANHEIRO, SALA DE ESTAR COM PAINEL, SALA DE JANTAR, COZINHA COM ARMÁRIOS,..."," Rua do Murará, Paupina
", 49 ,2,1.0,1.0
R$ 1.800,R$ 511,,"Apartamento com área de lazer completa no Cambeba. Localizado próximo à avenida Washington Soares, Assaí Atacadista e farmácia Pague Menos. O imóvel possui 3 quartos, sendo 1 suíte..."," Cambeba, Fortaleza
", 64 ,3,2.0,3.0
R$ 950,O apartamento térreo (104A) está localizado no bairro José de Alencar possui 48 metros quadrados com 2 quartos e 1 banheiro e cozinha tipo americana. Condomínio com portaria eletrô...,R$ 230,O apartamento térreo (104A) está localizado no bairro José de Alencar possui 48 metros quadrados com 2 quartos e 1 banheiro e cozinha tipo americana. Condomínio com portaria eletrô...," Rua Manuel Teixeira, Cambeba
", 48 ,2,1.0,1.0
R$ 2.250,R$ 650,,"O apartamento está localizado no bairro Porto das Dunas, fica no térreo, tem 63 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, e..."," Rua Agua Viva, Porto das Dunas
", 63 ,2,1.0,2.0
R$ 1.800,R$ 522,R$ 111,"Apartamento 3 quartos condomínio Fortune- Cambeba Excelente opção para quem busca morar em condomínio clube, com diversas opções para o lazer e bem-estar da família. Fica no bairro..."," Cambeba, Fortaleza
", 66 ,3,1.0,2.0
R$ 5.500,R$ 700,R$ 1.200,"O apartamento no bairro Mucuripe com 66 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, espaço para festas, jardim. Vai lhe possi..."," Avenida Beira Mar, Mucuripe
", 66 ,2,1.0,2.0
R$ 1.200,,,"VENDO OU ALUGO* - APARTAMENTO NO CENTRO DE AQUIRAZ!!! * Valor do imóvel perante o andar localizado! VALOR DE VENDA a partir de R$ 185.000,00 (primeiro andar), até R$ 200.000,00 (q..."," , Aquiraz
", 55 ,2,1.0,1.0
R$ 1.300,,,"Apartamento recém construído para aluguel no Eusébio. 64m², 2 quartos, sendo 1 suíte, 2 banheiros, sala, cozinha americana, móveis projetados. Área de lazer com Deck e Piscina. Co..."," Rua Blumenau, Centro
", 64 ,2,1.0,2.0
R$ 1.300,,,O apartamento está localizado no bairro Planalto com 68 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua José Alberto Pereira Pimentel, Planalto
", 68 ,3,1.0,2.0
R$ 2.200,R$ 600,R$ 75,"O apartamento no bairro Centro possui 62 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim, área de recreação infantil.Elevador que garante o t..."," Avenida Dom Manuel, Centro
", 62 ,2,1.0,2.0
R$ 750,R$ 250,,"Residencial Ametista Apartamento a 3 minutos do centro de Caucaia, localizado na rotatória da Estruturante( CE 085) e Estrada Velha do Icaraí (Rua Joaci Sampaio Pontes).Com todos..."," Rua Maria Carneiro Silva, Curicaca
", 52 ,2,1.0,2.0
R$ 1.100,R$ 250,R$ 62,O apartamento está localizado no bairro Presidente Kennedy possui 70 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Vai lhe possibilitar todo o conforto do ar condicion...," Rua Tenente Marques, Presidente Kennedy
", 70 ,3,1.0,2.0
R$ 1.700,R$ 678,R$ 80,"*Locação para residencia fixa Apartamento de 70 m², com 02 quartos sendo 01 suíte, banheiro social, sala em L, varanda, cozinha americana e área de serviço. 01 vaga de garagem. -..."," Rua Barbosa de Freitas, Meireles
", 70 ,2,1.0,2.0
R$ 1.000,R$ 254,R$ 450,"Apartamento no térreo, dispõe de 55m², sala, cozinha, área de serviço, 2 quartos, 1 banheiro social, garden e 1 vaga na garagem. Localizado próximo ao Analí Supermercados, Escola M..."," Rua Coronel Correia, Centro
", 55 ,2,1.0,1.0
R$ 1.100,R$ 300,,"CONDOMINIO COM PISCINA ADULTO E INFANTIL, FITNESS, SALÃO DE FESTA COM COPA E WCS, DECK COM CHURRASQUEIRA, CAMPO FUTBOL GRAMADO, PLAYGROUND, PRAÇA. APTO COM 57 M2, 1 SUITE + 2 QUART..."," Rua Coronel João de Oliveira, Messejana
", 57 ,3,1.0,2.0
R$ 3.000,,,"O imóvel é 100% mobiliado possui 63m², sala de estar integrada com a cozinha, 2 quartos climatizados, sendo uma suíte, uma excelente varanda com vista mar e 1 vaga de garagem. OB..."," Rua das Saúnas, Cumbuco
", 63 ,2,1.0,2.0
R$ 1.600,R$ 471,R$ 609,"Localizado na Av. Sargento Hermínio Sampaio, próximo ao supermercado Frangolândia, academia Top Up Fitness, Polo de Lazer Sargento Hermínio, com fácil acesso ao Shopping RioMar Ken..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
", 64 ,3,2.0,2.0
R$ 1.200,R$ 300,R$ 290,"Apartamento dispõe de 70,99m², sala ampla, varanda, cozinha com armário, 3 quartos sendo 1 suíte, banheiro social, área de serviço e 1 vaga de garagem. Localizado na Avenida Sargen..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
", 71 ,3,1.0,2.0
R$ 1.700,R$ 429,R$ 96,"""Uma localização privilegiada, juntamente com segurança e bastante conforto"", assim definimos o lugar ideal para viver com sua família uma vida tranquila e cheia de momentos inesqu..."," Rua Afrânio Peixoto, Parangaba
", 62 ,3,2.0,2.0
R$ 1.300,R$ 360,,"Apartamento no centro de Fortaleza com 03, sendo 01 suíte, wc social, sala de estar/jantar, cozinha, 3° andar de escada e 02 vaga de garagem. Próximo ao Dnocs, Mercado São Sebastiã..."," Rua Agapito dos Santos, Centro
", 77 ,3,2.0,2.0
R$ 1.100,R$ 600,,"Amplo apto, nascente, Tauape, esq. com Mons. Salazar, 3 quartos (1 suíte), DCE,"," Rua Álvaro Bomilcar, Tauape
", 120 ,3,2.0,3.0
R$ 2.500,R$ 650,R$ 100,"Excelente apartamento para aluguel no bairro Parquelândia, Fortaleza. Com uma área privativa de 85m², este apartamento possui 3 quartos, sendo 2 suítes, além de um banheiro social..."," Rua Padre Guerra, Parquelândia
", 85 ,3,2.0,3.0
R$ 2.500,R$ 379,R$ 98,"Apartamento NOVO, para locação, No Parque Del Sol, Cambeba O apartamento é novo e extremamente confortável. Nunca teve morador! Não perca essa oportunidade de morar em um dos melho..."," Rua Fernando Santos, Parque Iracema
", 53 ,2,1.0,2.0
R$ 1.500,R$ 520,R$ 68,"Agora você pode morar neste maravilhoso apartamento, a poucos minutos do Assaí Atacadista - sala - cozinha - banheiro - 04 quartos sendo 02 suítes - área de serviço - vaga de g..."," Rua Justiniano de Serpa, Benfica
", 93 ,3,2.0,3.0
R$ 2.600,R$ 710,R$ 100,"O bairro Joaquim Távora se caracteriza por ser majoritariamente residencial e ser um bairro autossuficiente, onde você encontra tudo nas grandes avenidas que ficam bem próximo ao s..."," Rua Doutor José Lourenço, Joaquim Tavora
", 70 ,2,2.0,2.0
R$ 900,R$ 150,,"Apartamento no terceiro andar dispõe de 46 m², sala ampla, cozinha, 2 quartos sendo 1 com varanda, banheiro social e 1 vaga de garagem sujeito a disponibilidade. Localizado na Aven..."," Avenida Jovita Feitosa, Parquelândia
", 46 ,2,1.0,1.0
R$ 1.400,R$ 434,,"Apartamento compacto no bairro Messejana, com localização de fácil acesso à rodovia BR-116, próximo ao Frangolândia Supermercado e a Escola Paulo Freire. Imóvel com 55m², sala, var..."," Messejana, Fortaleza
", 55 ,3,1.0,2.0
R$ 4.900,,,"Apto de Luxo de 02 quartos, andar alto, vista lateral do mar, no melhor pedaço da Beira Mar, sendo 01 suite master com closet e banheira e wc social, armários fixos, mobilias ( Cam..."," Rua Joaquim Nabuco, Meireles
", 74 ,2,2.0,1.0
R$ 1.409,,,"M-100) Excelente apartamento bem localizado na Rua Oto de Alencar, 171, centro, Fortaleza-CE, próximo a faculdade FAMETRO. O imóvel é de ótima qualidade para quem procura um apart..."," Rua Oto de Alencar, Centro
", 40 ,2,1.0,1.0
R$ 2.000,R$ 471,R$ 81,"O apartamento está localizado no bairro São Gerardo / Monte Castelo, possui 65 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros, Sala de Estar/Jantar, Varanda, Cozinha co..."," Avenida Sargento Hermínio Sampaio, Sao Gerardo
", 65 ,2,2.0,2.0
R$ 1.709,Condomínio c/ 05 andares c/ elevador 01 Vaga coberta Suíte c/ varanda Port 24 hs Visitas agendar 9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 Apto 02 quartos...,,Condomínio c/ 05 andares c/ elevador 01 Vaga coberta Suíte c/ varanda Port 24 hs Visitas agendar 9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 Apto 02 quartos...," Rua Gonçalves Ledo, Centro
", 50 ,2,1.0,2.0
R$ 800,R$ 267,R$ 74,"Um canto para quem preza por conforto e qualidade de vida. Aqui você tem grandes vantagens, como localização, preço e funcionalidades. Um lindo apartamento bem localizado no bairro..."," Rua C, Parque Dois Irmãos
", 62 ,2,1.0,2.0
R$ 2.600,,,O apartamento está localizado no bairro Jardim Gonzaga tem 91 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua Antônio Correia Celestino, Jardim Gonzaga
", 91 ,3,4.0,2.0
R$ 1.400,R$ 320,R$ 80,"Apartamento para Locação, Reserva dos Ipês no bairro Passaré, localizado na cidade de Fortaleza / CE. ALUGUEL: 1.400,00 CONDOMINIO: 320,00 PARCELA IPTU: 80,00 Com 2 dormitórios,..."," Avenida da Saudade, Passaré
", 54 ,3,2.0,2.0
R$ 1.550,R$ 550,,"SAN SIRO IMÓVEIS - Excelente apartamento em área nobre, apenas 100 metros da Av Beira Mar. Melhor localização da cidade. . Apartamento amplo e arejado, mobiliado, com 82m, compost..."," Rua da Paz, Mucuripe
", 82 ,2,1.0,1.0
R$ 2.400,R$ 480,,"Apartamento compacto, 1ª locação, na melhor localização da aldeota, localizado à rua José Vilar, poucos metros da Av. Santos Dumont na altura do Banco do nordeste. Dispõe de lazer..."," Rua José Vilar, Aldeota
", 37 ,1,1.0,1.0
R$ 2.209,R$ 353,R$ 1,"Apartamento com 2 quartos sendo 1 suíte, 2 banheiros, sala, cozinha, banheiro e área de serviço, varanda gourmet e vaga na garagem. Conte com um condomínio com área de lazer compl..."," Rua Coronel Luiz David de Souza, Presidente Kennedy
", 65 ,2,,2.0
R$ 2.500,R$ 790,R$ 927,"ATANÇÃO: NÃO RESPONDEMOS O CHAT OLX. FAVOR CHAMAR NO CELULAR. Oportunidade imperdível para morar em uma das regiões mais nobres e valorizadas da cidade, a Praia de Iracema. Fica n..."," Avenida Historiador Raimundo Girão, Praia de Iracema
", 74 ,2,1.0,2.0
R$ 1.280,R$ 491,,"APARTAMENTO NO PARQUE DEL SOL, COM 03 QUARTOS SENDO 1 SUITE, COZINHA, AREA DE SERVIÇO, 2 BANHEIROS, SALA, VARANDA, 1 VAGA DE GARAGEM COBERTA. Condominio com portaria 24 hs, quadra,..."," Rua José Nogueira Freire, Parque Iracema
","APARTAMENTO NO PARQUE DEL SOL, COM 03 QUARTOS SENDO 1 SUITE, COZINHA, AREA DE SERVIÇO, 2 BANHEIROS, SALA, VARANDA, 1 VAGA DE GARAGEM COBERTA. Condominio com portaria 24 hs, quadra,...",3,1.0,2.0
R$ 1.600,,,"Apartamento novo com 2 quartos sendo 1 suíte, cozinha, área de serviço, vista mar. Prédio novo com 2 elevadores, piscina, deck com churrasquira, 1 vaga. Localização privilegiada pr..."," Icarai, Amontada
", 62 ,3,1.0,1.0
R$ 750,,R$ 100,"Excelente oportunidade para locação no centro, super bem localizado, próximo ao centro fashion, mercado São Sebastião, supermercados. o imóvel possui; Sala, 02 quartos, cozinha ame..."," Rua Pedro Pereira, Centro
", 50 ,2,,1.0
R$ 2.000,R$ 548,,"Edifício Parque Rio Branco! Este belíssimo apartamento de 2 quartos, sendo 1 suíte, wc social, varanda, armários, 1 vaga, área privativa 61m². O condomínio possui diversas opções d..."," Avenida Visconde do Rio Branco, Fátima
", 61 ,2,1.0,2.0
R$ 1.100,R$ 360,R$ 600,"O apartamento está localizado no bairro Barra do Ceará tem 62 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui academia, espaço jardinado, playground, espaço para..."," Avenida Francisco Sá, Barra do Ceará
", 62 ,3,1.0,2.0
R$ 2.600,R$ 600,,"O nosso apartamento e mobiliados e equipados com ar condicionado, closet, TV com canais a cabo, Wi-Fi free, cozinha com utensílios, fogão, geladeira, microondas e estacionamento, p..."," Avenida Historiador Raimundo Girão, Meireles
", 72 ,2,1.0,2.0
R$ 1.300,R$ 250,R$ 50,"Apartamento localizado no bairro Joaquim Távora, com 50m², com sala para 02 ambientes, cozinha, área de serviço. 01 vaga de garagem. Condomínio com com elevador, piscina, portaria..."," Joaquim Tavora, Fortaleza
", 50 ,2,1.0,1.0
R$ 3.300,R$ 547,,"Excelente opção apartamento em condomínio com área de lazer completa no bairro Joaquim Távora, localizado na Av. Visconde do Rio Branco, a poucos metros das avenidas Soriano Albuqu..."," Joaquim Tavora, Fortaleza
", 106 ,3,2.0,4.0
